,Year,RC_ID,Region,GIS Code,Ramp,Begin Milepoint,End Milepoint,Roadway Begin Description,Roadway End Description,Municipality,Signing,Route Number,Road Name,AADT,Count Type
11947,2014,02_1276,11,25632901.0,N,0.56,1.48,VANDERBILT AVE,NOSTRAND AVE,NEW YORK CITY,,,LAFAYETTE AVE,7549,FORECAST
11948,2014,02_1277,11,25632901.0,N,1.48,2.76,NOSTRAND AVE,BROADWAY,NEW YORK CITY,,,LAFAYETTE AVE,4313,FORECAST
11949,2014,02_1278,11,25632901.0,N,2.76,2.9,BROADWAY,BUSHWICK AVE,NEW YORK CITY,,,LAFAYETTE AVE,1354,ACTUAL
11950,2014,02_1279,11,30240601.0,N,0.23,0.72,I- 278,FLUSHING AVE,NEW YORK CITY,,,LEE AVE,9945,FORECAST
11951,2014,02_1283,11,25635001.0,N,0.0,0.5,NASSAU ST,NY CO LINE,NEW YORK CITY,,,MANHATTAN BR,58020,FORECAST
11952,2014,02_1284,11,25635501.0,N,0.0,0.83,I -278,GREENPOINT AVE,NEW YORK CITY,,,MC GUINNESS BLV,39979,ACTUAL
11953,2014,02_1285,11,25635501.0,N,0.83,1.25,GREENPOINT AVE,DUPONT ST,NEW YORK CITY,,,MC GUINNESS BLV,33408,FORECAST
11954,2014,02_1286,11,25635701.0,N,0.0,0.61,METROPOLITN AVE,MCGUINESS BLVD,NEW YORK CITY,,,MEEKER AVE S,10261,FORECAST
11955,2014,02_1287,11,25635701.0,N,0.61,1.12,MCGUINESS BLVD,PORTER AVE,NEW YORK CITY,,,MEEKER AVE S,10915,FORECAST
11956,2014,02_1288,11,25635901.0,N,0.0,0.56,UNION AVE,BUSHWICK AVE,NEW YORK CITY,,,MESEROLE ST,3004,FORECAST
11957,2014,02_1289,11,25636001.0,N,0.67,1.25,I 278,BUSHWICK AVE,NEW YORK CITY,,,METROPOLITN AV,16483,ACTUAL
11958,2014,02_1290,11,25636001.0,N,1.25,1.71,BUSHWICK AVE,VANDERVOORT AVE,NEW YORK CITY,,,METROPOLITN AV,13497,FORECAST
11959,2014,02_1291,11,25636001.0,N,1.87,2.21,GRAND ST,QUEENS C/L,NEW YORK CITY,,,METROPOLITN AV,20281,FORECAST
11960,2014,02_1292,11,25636101.0,N,0.79,1.06,AVENUE U,RALPH AVE,NEW YORK CITY,,,MILL AVE,12959,ACTUAL
11961,2014,02_1293,11,25636301.0,N,0.0,0.56,UNION AVE,BUSHWICK AVE,NEW YORK CITY,,,MONTROSE AVE,6128,ACTUAL
11962,2014,02_1294,11,25636601.0,N,0.2,0.91,FLATBUSH AVE EX,VANDERBILT AVE,NEW YORK CITY,,,MYRTLE AVE,13569,FORECAST
11963,2014,02_1295,11,25636601.0,N,0.91,1.63,VANDERBILT AVE,BEDFORD AVE,NEW YORK CITY,,,MYRTLE AVE,12081,FORECAST
11964,2014,02_1296,11,25636601.0,N,1.63,1.83,BEDFORD AVE,NOSTRAND AVE,NEW YORK CITY,,,MYRTLE AVE,11091,FORECAST
11965,2014,02_1297,11,25636601.0,N,1.83,2.91,NOSTRAND AVE,BUSHWICK AVE,NEW YORK CITY,,,MYRTLE AVE,10544,FORECAST
11966,2014,02_1298,11,25636601.0,N,2.91,4.03,BUSHWICK AVE,QUEENS C/L,NEW YORK CITY,,,MYRTLE AVE,8794,FORECAST
11967,2014,02_1299,11,25637501.0,N,0.0,0.97,W 37TH ST,CROPSEY AVE,NEW YORK CITY,,,NEPTUNE AVE,14232,FORECAST
11968,2014,02_1300,11,25637501.0,N,0.97,1.91,CROPSEY AVE,OCEAN PKY,NEW YORK CITY,,,NEPTUNE AVE,14786,FORECAST
11969,2014,02_1301,11,25637501.0,N,1.91,2.32,OCEAN PKY,CONEY ISLND AV,NEW YORK CITY,,,NEPTUNE AVE,11190,ACTUAL
11970,2014,02_1302,11,25637501.0,N,2.32,2.62,CONEY ISLND AV,SHORE BLVD,NEW YORK CITY,,,NEPTUNE AVE,14418,FORECAST
11971,2014,02_1303,11,25638201.0,N,6.88,8.04,AVE U,EMMONS AVE,NEW YORK CITY,,,NOSTRAND AVE,13243,FORECAST
11972,2014,02_1304,11,25638201.0,N,5.06,6.28,AVE J,GERRITSEN AVE,NEW YORK CITY,,,NOSTRAND AVE,13273,ACTUAL
11973,2014,02_1305,11,25638201.0,N,4.64,5.06,FLATBUSH AVE,AVE J,NEW YORK CITY,,,NOSTRAND AVE,12715,FORECAST
11974,2014,02_1306,11,25638201.0,N,3.27,4.64,LINDEN BLVD,FLATBUSH AVE,NEW YORK CITY,,,NOSTRAND AVE,10306,ACTUAL
11975,2014,02_1307,11,25638201.0,N,2.08,3.27,EASTERN PKY,LINDEN BLVD,NEW YORK CITY,,,NOSTRAND AVE,14139,FORECAST
11976,2014,02_1308,11,25638201.0,N,1.49,2.08,ATLANTIC AVE,EASTERN PKY,NEW YORK CITY,,,NOSTRAND AVE,11725,ACTUAL
11977,2014,02_1309,11,25638201.0,N,0.69,1.49,LAFAYETTE AVE,ATLANTIC AVE,NEW YORK CITY,,,NOSTRAND AVE,12912,FORECAST
11978,2014,02_1310,11,25638201.0,N,0.0,0.69,FLUSHING AVE,LAFAYETTE AVE,NEW YORK CITY,,,NOSTRAND AVE,12163,ACTUAL
11979,2014,02_1311,11,25638301.0,N,0.0,1.1,EMMONS AVE,AVENUE U,NEW YORK CITY,,,OCEAN AVE,21112,FORECAST
11980,2014,02_1312,11,25638301.0,N,1.9,2.94,AVENUE P,AVENUE J,NEW YORK CITY,,,OCEAN AVE,20191,FORECAST
11981,2014,02_1313,11,25638301.0,N,3.26,3.89,AVENUE H,DITMAS AV,NEW YORK CITY,,,OCEAN AVE,19836,ACTUAL
11982,2014,02_1314,11,25638301.0,N,4.96,5.54,PARKSIDE AVE,FLATBUSH AVE,NEW YORK CITY,,,OCEAN AVE,21165,FORECAST
11983,2014,02_1318,11,25638601.0,N,0.0,0.08,CADMAN PLZ W,I 278,NEW YORK CITY,,,OLD FULTON ST,36212,FORECAST
11984,2014,02_1320,11,25639801.0,N,0.0,0.9,PARK CIR,BEDFORD AVE,NEW YORK CITY,,,PARKSIDE AVE,17072,ACTUAL
11985,2014,02_1321,11,25640001.0,N,0.1,0.85,SEAVIEW AVE,FLATLANDS AVE,NEW YORK CITY,,,PENNSYLVANIA AV,34383,FORECAST
11986,2014,02_1322,11,25640001.0,N,0.85,1.32,FLATLANDS AVE,LINDEN BLVD,NEW YORK CITY,,,PENNSYLVANIA AV,31753,FORECAST
11987,2014,02_1323,11,25640001.0,N,1.32,2.55,LINDEN BLVD,ATLANTIC AVE,NEW YORK CITY,,,PENNSYLVANIA AV,28093,FORECAST
11988,2014,02_1324,11,25640301.0,N,0.0,0.03,FLATBUSH AVE,EASTERN PKY,NEW YORK CITY,,,PLAZA ST E,18603,FORECAST
11989,2014,02_1325,11,25640301.0,N,0.03,0.29,EASTERN PKY,FLATBUSH AVE,NEW YORK CITY,,,PLAZA ST E,4312,FORECAST
11990,2014,02_1326,11,25640401.0,N,0.0,0.18,FLATBUSH AVE,UNION ST,NEW YORK CITY,,,PLAZA ST W,2143,FORECAST
11991,2014,02_1327,11,25640401.0,N,0.18,0.28,UNION ST,FLATBUSH AVE,NEW YORK CITY,,,PLAZA ST W,15604,ACTUAL
11992,2014,02_1328,11,25641301.0,N,0.0,0.68,PARK CIR,10TH AVE,NEW YORK CITY,,,PROSPECT PK SW,8500,FORECAST
11993,2014,02_1329,11,25641301.0,N,0.68,0.82,10TH AVE,PROSPECT PK W,NEW YORK CITY,,,PROSPECT PK SW,8546,FORECAST
11994,2014,02_1330,11,30095401.0,N,0.0,0.93,PLAZA ST W,BARTEL PRITCHARD SQ,NEW YORK CITY,,,PROSPECT PK W,13826,ACTUAL
11995,2014,02_1331,11,25641901.0,N,0.15,1.09,MILL AVE,FLATLANDS AVE,NEW YORK CITY,,,RALPH AVE,23286,FORECAST
11996,2014,02_1332,11,25641901.0,N,1.09,2.58,FLATLANDS AVE,REMSEN AVE,NEW YORK CITY,,,RALPH AVE,26294,FORECAST
11997,2014,02_1333,11,30095501.0,N,0.0,0.29,E 98TH ST,EASTERN PKWY,NEW YORK CITY,,,RALPH AVE,7162,FORECAST
11998,2014,02_1334,11,25642101.0,N,2.1,2.2,RALPH AVE,LINDEN BLVD,NEW YORK CITY,,,REMSEN AVE,18726,ACTUAL
11999,2014,02_1335,11,27862901.0,Y,0.0,0.19,TILLARY ST (OFF),I278 EB (ON),NEW YORK CITY,,,I278 EXIT 29B,14757,FORECAST
12000,2014,02_1336,11,25642801.0,N,0.0,0.49,ROCKAWAY PKY,LINDEN BLVD,NEW YORK CITY,,,ROCKAWAY AVE,16755,FORECAST
12001,2014,02_1337,11,25642801.0,N,0.49,1.77,LINDEN BLVD,EASTERN PKY,NEW YORK CITY,,,ROCKAWAY AVE,12183,ACTUAL
12002,2014,02_1338,11,25642901.0,N,0.0,1.16,SHORE PKWY,FLATLANDS AVE,NEW YORK CITY,,,ROCKAWAY PKWY,27386,FORECAST
12003,2014,02_1339,11,25642901.0,N,1.16,1.52,FLATLANDS AVE,ROCKAWAY AVE,NEW YORK CITY,,,ROCKAWAY PKWY,13169,FORECAST
12004,2014,02_1340,11,25643201.0,N,0.0,1.16,FLATBUSH AVE,LINDEN BLVD,NEW YORK CITY,,,ROGERS AVE,9915,FORECAST
12005,2014,02_1341,11,25643201.0,N,1.16,2.37,LINDEN BLVD,EASTERN PKY,NEW YORK CITY,,,ROGERS AVE,14992,FORECAST
12006,2014,02_1342,11,25643201.0,N,2.37,2.86,EASTERN PKY,BEDFORD AVE,NEW YORK CITY,,,ROGERS AVE,12945,FORECAST
12007,2014,02_1343,11,25643601.0,N,0.34,0.44,I 278 UNDER,BORINQUEN PL,NEW YORK CITY,,,S 4TH ST,3082,FORECAST
12008,2014,02_1344,11,25643601.0,N,0.0,0.34,UNION AVE,I 278 UNDER,NEW YORK CITY,,,S 4TH ST,2277,FORECAST
12009,2014,02_1345,11,30131801.0,N,0.0,0.24,WILLIAMSBURG BR,RODNEY ST,NEW YORK CITY,,,S 5TH ST,7440,FORECAST
12010,2014,02_1346,11,30131801.0,N,0.24,0.58,RODNEY ST,UNION AVE,NEW YORK CITY,,,S 5TH ST,4953,FORECAST
12011,2014,02_1347,11,25646501.0,N,0.0,0.97,WEST 37TH ST,WEST 17TH ST,NEW YORK CITY,,,SURF AVE,7168,FORECAST
12012,2014,02_1348,11,25647201.0,N,0.0,0.13,CADMAN PLZ W,ADAMS ST,NEW YORK CITY,,,TILLARY ST,14028,FORECAST
12013,2014,02_1349,11,25647201.0,N,0.13,0.45,ADAMS ST,PRICE ST,NEW YORK CITY,,,TILLARY ST,38971,FORECAST
12014,2014,02_1350,11,25647701.0,N,0.02,0.15,VAN BRUNT ST,COLUMBIA ST,NEW YORK CITY,,,UNION ST,1248,FORECAST
12015,2014,02_1351,11,25647801.0,N,0.0,0.92,FLATBUSH AVE,FLATLANDS AVE,NEW YORK CITY,,,UTICA AVE,16260,ACTUAL
12016,2014,02_1352,11,25647801.0,N,0.92,1.46,FLATLANDS AVE,KINGS HIGHWAY,NEW YORK CITY,,,UTICA AVE,21029,FORECAST
12017,2014,02_1353,11,25647801.0,N,1.46,2.83,KINGS HIGHWAY,LINDEN BLVD,NEW YORK CITY,,,UTICA AVE,20008,FORECAST
12018,2014,02_1354,11,25647801.0,N,2.83,3.86,LINDEN BLVD,EASTERN PKY,NEW YORK CITY,,,UTICA AVE,21966,FORECAST
12019,2014,02_1355,11,25647801.0,N,3.86,4.45,EASTERN PKY,ATLANTIC AVE,NEW YORK CITY,,,UTICA AVE,10901,FORECAST
12020,2014,02_1356,11,25647901.0,N,0.48,1.1,PIONEER ST,DEGRAW STREET,NEW YORK CITY,,,VAN BRUNT ST,4311,FORECAST
12021,2014,02_1357,11,25648401.0,N,0.0,0.87,PLAZA ST E,LAFAYETTE AVE,NEW YORK CITY,,,VANDERBILT AVE,12979,FORECAST
12022,2014,02_1358,11,25648401.0,N,0.87,1.23,LAFAYETTE AVE,MYRTLE AVE,NEW YORK CITY,,,VANDERBILT AVE,7644,ACTUAL
12023,2014,02_1359,11,25649401.0,N,0.07,0.32,SURF AVE,NEPTUNE AVE,NEW YORK CITY,,,W 37TH ST,1502,FORECAST
12024,2014,02_1360,11,25650601.0,N,0.0,0.8,NY CO LINE,I 278,NEW YORK CITY,,,WILLIAMSBRG BR,82677,FORECAST
12025,2014,02_1361,11,25641501.0,N,0.07,0.36,PROSPECT EXPY,BARTEL PRITCHARD SQ,NEW YORK CITY,,,PROSPECT PK W,6964,FORECAST
12026,2014,02_1367,11,25616501.0,N,1.13,2.05,AVE U,KINGS HGWY,NEW YORK CITY,,,BEDFORD AVE,13419,FORECAST
12027,2014,02_1368,11,26345601.0,N,1.79,2.48,14TH AVE,NEW UTRECHT,NEW YORK CITY,,,86TH ST,17664,FORECAST
12028,2014,02_1369,11,26345601.0,N,1.16,1.79,7TH AVE,14TH AVE,NEW YORK CITY,,,86TH ST,32497,FORECAST
12029,2014,02_1370,11,25638301.0,N,1.1,1.9,AVENUE U,AVENUE P,NEW YORK CITY,,,OCEAN AVE,44101,FORECAST
12030,2014,02_1371,11,25638301.0,N,3.89,4.77,DITMAS AV,CATON ST,NEW YORK CITY,,,OCEAN AVE,17434,FORECAST
12031,2014,02_1372,11,25620601.0,N,1.57,2.39,AVENUE U,AVENUE P,NEW YORK CITY,,,CONEY ISLAND AV,26730,FORECAST
12032,2014,02_1373,11,25620601.0,N,4.15,4.94,DITMAS AVE,CHURCH AVE,NEW YORK CITY,,,CONEY ISLAND AV,20870,FORECAST
12033,2014,02_1374,11,25609801.0,N,4.89,5.47,9TH ST,UNION ST,NEW YORK CITY,,,4TH AVE,30257,FORECAST
12034,2014,02_1375,11,25609801.0,N,5.47,6.03,UNION ST,FLATBUSH AVE,NEW YORK CITY,,,4TH AVE,27977,FORECAST
12035,2014,02_1376,11,25610901.0,N,1.15,1.65,18TH AVE,NEW UTRECHT AV,NEW YORK CITY,,,65TH ST,25205,FORECAST
12036,2014,02_1377,11,25610901.0,N,1.65,2.43,NEW UTRECHT AV,FT HAMILTON PKWY,NEW YORK CITY,,,65TH ST,27210,ACTUAL
12037,2014,02_1378,11,25646501.0,N,0.97,1.15,WEST 17TH ST,STILLWELL AVE,NEW YORK CITY,,,SURF AVE,13427,FORECAST
12038,2014,02_1379,11,25646501.0,N,1.15,1.39,STILLWELL AVE,WEST 8TH ST,NEW YORK CITY,,,SURF AVE,12930,FORECAST
12039,2014,02_1380,11,25646501.0,N,1.39,1.83,WEST 8TH ST,OCEAN PKWY,NEW YORK CITY,,,SURF AVE,12577,FORECAST
12040,2014,02_1381,11,25638201.0,N,6.28,6.88,GERRITSEN AVE,AVE U,NEW YORK CITY,,,NOSTRAND AVE,18252,FORECAST
12041,2014,02_1401,11,25626301.0,N,1.44,1.46,SHORE PKWY N,SHORE PKWY S,NEW YORK CITY,,,FLATBUSH AVE,23802,FORECAST
12042,2014,02_1403,11,25640001.0,N,0.0,0.1,SHORE PKY,SEAVIEW AVE,NEW YORK CITY,,,PENNSYLVANIA AV,28842,FORECAST
12043,2014,02_1404,11,25636001.0,N,1.71,1.87,VANDERVOORT AVE,GRAND ST,NEW YORK CITY,,,METROPOLITN AV,32940,FORECAST
12044,2014,02_1405,11,25635501.0,N,1.25,1.44,DUPONT ST,QUEENS C/L,NEW YORK CITY,,,MC GUINNESS BLV,32336,FORECAST
12045,2014,02_1406,11,25638301.0,N,4.77,4.96,CATON ST,PARKSIDE AVE,NEW YORK CITY,,,OCEAN AVE,20632,FORECAST
12046,2014,02_1407,11,10022801.0,N,2.48,2.7,ST PAULS PL,FLATBUSH AVE,NEW YORK CITY,NY,27,CATON AVE,12927,ACTUAL
12047,2014,02_1408,11,25626301.0,N,6.85,7.02,LINCOLN RD,OCEAN AVE,NEW YORK CITY,,,FLATBUSH AVE,21278,FORECAST
12048,2014,02_1410,11,25608801.0,N,0.0,0.04,L ERICSON DR,65TH ST,NEW YORK CITY,,,2ND AVE,13217,FORECAST
12049,2014,02_1411,11,25609801.0,N,1.95,2.09,67TH ST,I 278,NEW YORK CITY,,,4TH AVE,26688,FORECAST
12050,2014,02_1412,11,25620601.0,N,2.94,3.26,AVENUE J,AVENUE H,NEW YORK CITY,,,CONEY ISLAND AV,31783,FORECAST
12051,2014,02_1413,11,25638301.0,N,2.94,3.26,AVENUE J,AVENUE H,NEW YORK CITY,,,OCEAN AVE,24263,FORECAST
12052,2014,02_1414,11,25626901.0,N,1.88,2.12,65TH ST,60TH ST,NEW YORK CITY,,,FT HAMILTON PKW,16931,ACTUAL
12053,2014,02_1415,11,25610901.0,N,0.56,0.72,BAY PKY,21ST AVE,NEW YORK CITY,,,65TH ST,22776,FORECAST
12054,2014,02_1417,11,25614701.0,N,0.07,0.63,86TH STREET,MCDONALD AVE,NEW YORK CITY,,,AVENUE U,8303,FORECAST
12055,2014,02_1418,11,25609801.0,N,3.36,3.51,39TH ST,36TH ST,NEW YORK CITY,,,4TH AVE,34428,FORECAST
12056,2014,02_1419,11,25618201.0,N,0.0,0.1,ADAMS ST,RAMPS,NEW YORK CITY,,,BROOKLYN BR,42141,FORECAST
12057,2014,02_1420,11,25619001.0,N,0.29,0.55,E 5TH ST,CONEY ISLAND AVE,NEW YORK CITY,,,CATON AVE,19113,ACTUAL
12058,2014,02_1421,11,25609801.0,N,0.0,0.12,L ERICSON DR,101ST ST,NEW YORK CITY,,,4TH AVE,14035,ACTUAL
12059,2014,02_2000,11,25627601.0,N,0.75,6.4,LAFAYETTE AVE,CRESCENT ST,NEW YORK CITY,,,FULTON ST,13311,FORECAST
12060,2014,02_2003,11,25618001.0,N,0.82,4.32,HOOPER ST,EAST NY AVE,NEW YORK CITY,,,BROADWAY,11391,FORECAST
12061,2014,02_2004,11,25619201.0,N,3.37,3.96,KINGS HWY,E 98TH ST,NEW YORK CITY,,,CHURCH AVE,9382,ACTUAL
12062,2014,02_2005,11,25616801.0,N,0.0,3.74,COURT ST,BUFFALO AVE,NEW YORK CITY,,,BERGEN ST,3316,FORECAST
12063,2014,02_2006,11,25622101.0,N,0.17,3.59,SMITH ST,ROCHESTER AVE,NEW YORK CITY,,,DEAN ST,3747,ACTUAL
12064,2014,02_2007,11,25646601.0,N,1.35,3.32,ALABAMA AVE,QUEENS CL,NEW YORK CITY,,,SUTTER AVE,4691,FORECAST
12065,2014,02_2008,11,25627901.0,N,0.0,3.26,FULTON ST,MYRTLE AVE,NEW YORK CITY,,,GATES AVE,7175,ACTUAL
12066,2014,02_2009,11,25616101.0,N,2.32,3.17,NEW UTRECHT AVE,BAY PKY,NEW YORK CITY,,,BAY RIDGE PKWY,2456,FORECAST
12067,2014,02_2010,11,25610701.0,N,0.15,1.77,GOWANUS EXPWY,14TH AVE,NEW YORK CITY,,,60TH ST,9966,FORECAST
12068,2014,02_2011,11,25608001.0,N,1.77,2.18,62ND ST,54TH ST,NEW YORK CITY,,,18TH AVE,10766,FORECAST
12069,2014,02_2012,11,25637901.0,N,1.2,4.24,FARRAGUT RD,FULTON ST,NEW YORK CITY,,,NEW YORK AVE,12205,ACTUAL
12070,2014,02_2015,11,25607701.0,N,0.24,1.78,CROPSEY AVE,64TH ST,NEW YORK CITY,,,15TH AVE,1727,FORECAST
12071,2014,02_2016,11,25629401.0,N,0.0,2.9,BEDFORD AVE,WYCKOFF AVE,NEW YORK CITY,,,HALSEY ST,3279,ACTUAL
12072,2014,02_2018,11,25627001.0,N,0.95,1.42,E 17TH ST,FLATBUSH AVE,NEW YORK CITY,,,FOSTER AVE,8600,FORECAST
12073,2014,02_2019,11,25637801.0,N,0.0,1.21,86TH ST,65TH ST,NEW YORK CITY,,,NEW UTRECHT AV,5572,FORECAST
12074,2014,02_2020,11,25621201.0,N,0.95,2.57,E 17TH ST,SCHENECTADY AVE,NEW YORK CITY,,,CORTELYOU RD,4813,FORECAST
12075,2014,02_2021,11,25645301.0,N,0.0,2.65,4TH AVE,RIDGE BLVD,NEW YORK CITY,,,SHORE RD,5740,ACTUAL
12076,2014,02_2022,11,25627201.0,N,0.0,2.58,FLATBUSH AVE,WALLABOUT AVE,NEW YORK CITY,,,FRANKLIN AVE,8098,FORECAST
12077,2014,02_2023,11,25609901.0,N,0.3,2.52,3RD AVE,18TH AVE,NEW YORK CITY,,,50TH ST,2828,FORECAST
12078,2014,02_2024,11,25607501.0,N,1.3,2.48,60TH ST,36TH ST,NEW YORK CITY,,,13TH AVE,9390,ACTUAL
12079,2014,02_2025,11,25633601.0,N,0.44,2.42,ALABAMA AVE,QUEENS C/L,NEW YORK CITY,,,LIBERTY AVE,6467,FORECAST
12080,2014,02_2026,11,25650101.0,N,0.76,1.42,EASTERN PKWY,ATLANTIC AVE,NEW YORK CITY,,,WASHINGTON AVE,6765,FORECAST
12081,2014,02_2027,11,25609701.0,N,0.0,2.36,2ND AVE,18TH AVE,NEW YORK CITY,,,49TH ST,3050,FORECAST
12082,2014,02_2028,11,25645701.0,N,0.76,2.64,BEDFORD AVE,EASTERN PKY EX,NEW YORK CITY,,,ST JOHNS PL,8861,ACTUAL
12083,2014,02_2030,11,25646101.0,N,1.62,2.41,86TH ST,BAY PKWY,NEW YORK CITY,,,STILLWELL AVE,10946,ACTUAL
12084,2014,02_2031,11,25639701.0,N,0.0,2.19,NAVY ST,BROADWAY,NEW YORK CITY,,,PARK AVE,10402,FORECAST
12085,2014,02_2032,11,25626701.0,N,0.0,2.11,N PORTLAND AVE,BUSHWICK AVE,NEW YORK CITY,,,FLUSHING AVE,10712,ACTUAL
12086,2014,02_2033,11,25632201.0,N,0.0,0.55,DEKALB AVE,FLUSHING AVE,NEW YORK CITY,,,KENT AVE,2537,FORECAST
12087,2014,02_2034,11,25642101.0,N,0.0,2.1,SEAVIEW AVE,RALPH AVE,NEW YORK CITY,,,REMSEN AVE,18989,FORECAST
12088,2014,02_2035,11,25643301.0,N,0.0,2.07,FLATBUSH AVE,E 98TH ST,NEW YORK CITY,,,RUTLAND RD,3117,FORECAST
12089,2014,02_2036,11,25609201.0,N,0.0,1.84,SHORE RD,67TH ST,NEW YORK CITY,,,3RD AVE,8319,ACTUAL
12090,2014,02_2037,11,25646001.0,N,0.0,2.1,DEAD END,ELDERT LA,NEW YORK CITY,,,STANLEY AVE,6601,FORECAST
12091,2014,02_2038,11,25644201.0,N,0.0,0.84,E 98TH ST,E NEW YORK AVE,NEW YORK CITY,,,SARATOGA AVE,1150,FORECAST
12092,2014,02_2039,11,25607301.0,N,0.9,1.05,BAY RIDGE PKWY,65TH ST,NEW YORK CITY,,,11TH AVE,7087,FORECAST
12093,2014,02_2040,11,25614001.0,N,0.05,2.05,MCDONALD AVE,FLATLANDS AVE,NEW YORK CITY,,,AVENUE M,9764,ACTUAL
12094,2014,02_2041,11,25616001.0,N,0.0,1.02,SHORE RD,6TH AVE,NEW YORK CITY,,,BAY RIDGE AVE,14173,ACTUAL
12095,2014,02_2042,11,25645601.0,N,0.0,1.97,FLATBUSH AVE,RALPH AVE,NEW YORK CITY,,,SNYDER AVE,13298,ACTUAL
12096,2014,02_2043,11,25619301.0,N,0.0,1.96,FLATBUSH AVE,RALPH AVE,NEW YORK CITY,,,CLARENDON RD,11955,FORECAST
12097,2014,02_2044,11,25632401.0,N,0.9,2.0,MCDONALD AVE,OCEAN AVE NB,NEW YORK CITY,,,KINGS HWY,10450,FORECAST
12098,2014,02_2045,11,25641801.0,N,0.1,2.02,CLASSON AVE,BROADWAY,NEW YORK CITY,,,QUINCY ST,1703,FORECAST
12099,2014,02_2046,11,30120401.0,N,0.0,1.17,NEW LOTS AVE,JAMAICA AVE,NEW YORK CITY,,,SCHENCK AVE,2240,ACTUAL
12100,2014,02_2047,11,30088601.0,N,0.0,1.83,SHELL RD NB,NOSTRAND AVE,NEW YORK CITY,,,AVENUE Z,13046,ACTUAL
12101,2014,02_2048,11,25647001.0,N,0.0,1.81,FULTON ST,BROADWAY,NEW YORK CITY,,,THROOP AVE,5775,FORECAST
12102,2014,02_2049,11,25618101.0,N,0.36,1.81,AVE H,LINDEN BLVD,NEW YORK CITY,,,BROOKLYN AVE,7101,FORECAST
12103,2014,02_2050,11,25634501.0,N,0.0,1.75,LEE AVE,BEDFORD AVE,NEW YORK CITY,,,LORIMER ST,5161,FORECAST
12104,2014,02_2052,11,25613401.0,N,0.0,1.59,FLATBUSH AVE,KINGS HWY,NEW YORK CITY,,,AVENUE D,10162,FORECAST
12105,2014,02_2053,11,25619101.0,N,0.17,1.89,COOPER ST,FLUSHING AVE,NEW YORK CITY,,,CENTRAL AVE,6854,FORECAST
12106,2014,02_2054,11,25619601.0,N,0.0,1.75,WASHINGTON AVE,MYRTLE AVE,NEW YORK CITY,,,CLASSON AVE,6942,ACTUAL
12107,2014,02_2055,11,25625101.0,N,0.0,2.59,NEW YORK AVE,ATLANTIC AVE,NEW YORK CITY,,,E NEW YORK AVE,12210,FORECAST
12108,2014,02_2056,11,25613901.0,N,0.13,1.84,OCEAN PKWY,FLATBUSH AVE,NEW YORK CITY,,,AVENUE L,13012,FORECAST
12109,2014,02_2057,11,25637701.0,N,0.0,1.69,HEGEMAN AVE,DUMONT AVE,NEW YORK CITY,,,NEW LOTS AVE,7414,FORECAST
12110,2014,02_2058,11,25650901.0,N,0.05,1.7,COOPER ST,FLUSHING AVE,NEW YORK CITY,,,WILSON AVE,4486,ACTUAL
12111,2014,02_2059,11,25640801.0,N,0.0,1.63,OCEAN PKY,3RD AVE,NEW YORK CITY,,,PROSPECT AVE,4567,FORECAST
12112,2014,02_2060,11,25614101.0,N,0.0,1.62,MCDONALD AVE,KINGS HIGHWAY,NEW YORK CITY,,,AVENUE N,10199,FORECAST
12113,2014,02_2061,11,25642401.0,N,0.13,1.64,MARINE AVE,67TH ST,NEW YORK CITY,,,RIDGE BLVD,5306,ACTUAL
12114,2014,02_2062,11,25613801.0,N,0.0,1.6,OCEAN PKWY,FLATBUSH AVE,NEW YORK CITY,,,AVENUE K,10490,FORECAST
12115,2014,02_2063,11,30095501.0,N,0.29,1.85,EASTERN PKWY,BROADWAY,NEW YORK CITY,,,RALPH AVE,9874,FORECAST
12116,2014,02_2064,11,25620101.0,N,0.0,1.49,92ND ST,SHORE RD,NEW YORK CITY,,,COLONIAL RD,4201,ACTUAL
12117,2014,02_2065,11,25625601.0,N,0.0,1.57,FLATBUSH AVE,LEFFERTS AVE,NEW YORK CITY,,,EMPIRE BLVD,15553,FORECAST
12118,2014,02_2066,11,25646301.0,N,0.0,1.44,FULTON ST,BROADWAY,NEW YORK CITY,,,MARCUS GARVEY/S,9626,ACTUAL
12119,2014,02_2067,11,30086001.0,N,0.0,1.44,CAMPUS RD,GLENWOOD RD,NEW YORK CITY,,,AVENUE H,12330,FORECAST
12120,2014,02_2068,11,25633201.0,N,0.0,1.62,FLATBUSH AVE,E NEW YORK AVE,NEW YORK CITY,,,LEFFERTS AVE,6394,FORECAST
12121,2014,02_2069,11,25636501.0,N,0.0,1.42,LINDEN BLVD,EASTERN PKY,NEW YORK CITY,,,MTHR GASTN BLV,11330,FORECAST
12122,2014,02_2070,11,25645501.0,N,0.25,1.66,HAMILTON ST,FULTON ST,NEW YORK CITY,,,SMITH ST,2431,FORECAST
12123,2014,02_2071,11,25647301.0,N,0.0,1.41,FULTON ST,FLUSHING AVE,NEW YORK CITY,,,TOMPKINS AVE,7619,FORECAST
12124,2014,02_2072,11,25614501.0,N,1.05,2.48,OCEAN PKWY,GERRITSEN AVE,NEW YORK CITY,,,AVENUE S,6426,ACTUAL
12125,2014,02_2073,11,27861901.0,N,0.0,1.4,E 80TH ST,E 108TH ST,NEW YORK CITY,,,AVENUE L,5338,ACTUAL
