,Year,RC_ID,Region,GIS Code,Ramp,Begin Milepoint,End Milepoint,Roadway Begin Description,Roadway End Description,Municipality,Signing,Route Number,Road Name,AADT,Count Type
11353,2014,01_1179,11,25587401.0,N,2.84,3.87,E TREMONT AVE,E FORDHAM RD,NEW YORK CITY,,,GRAND CONCRSE,23346,FORECAST
11354,2014,01_1180,11,25587401.0,N,3.87,4.16,E FORDHAM RD,E KINGSBRDG RD,NEW YORK CITY,,,GRAND CONCRSE,16877,FORECAST
11355,2014,01_1181,11,25587401.0,N,4.16,5.2,E KINGSBRDG RD,MOSHOLU PKWY,NEW YORK CITY,,,GRAND CONCRSE,15842,FORECAST
11356,2014,01_1183,11,25587401.0,N,0.0,1.04,E 138TH ST,E 161ST ST,NEW YORK CITY,,,GRAND CONCRSE,23816,FORECAST
11357,2014,01_1184,11,25587701.0,N,0.68,1.61,JOHNSON AVE,H HUDSON PKY,NEW YORK CITY,,,H HUDSON PKY E,7447,FORECAST
11358,2014,01_1186,11,25588001.0,N,0.24,0.76,HUNTS POINT A,EDGEWATER RD,NEW YORK CITY,,,HALLECK ST,9004,FORECAST
11359,2014,01_1187,11,25588701.0,N,0.0,1.0,EAST BAY AVE,SOUTHERN AVE,NEW YORK CITY,,,HUNTS PT AVE,7959,FORECAST
11360,2014,01_1188,11,25589901.0,N,0.21,0.69,MCMBS DM BR AP,E 167TH ST,NEW YORK CITY,,,JEROME AVE,20080,FORECAST
11361,2014,01_1189,11,25589901.0,N,4.33,4.62,MOSHOLU PKWY,E GUN HILL RD,NEW YORK CITY,,,JEROME AVE,14506,FORECAST
11362,2014,01_1190,11,25589901.0,N,4.62,5.55,E GUN HILL RD,E 233RD ST,NEW YORK CITY,,,JEROME AVE,15138,FORECAST
11363,2014,01_1191,11,25589901.0,N,5.55,6.33,E 233RD ST,WESTCHESTER C/,NEW YORK CITY,,,JEROME AVE,16743,FORECAST
11364,2014,01_1192,11,25590801.0,N,1.82,2.29,EASTCHESTER RD,E 233RD ST,NEW YORK CITY,,,LACONIA AVE,9553,FORECAST
11365,2014,01_1193,11,25591201.0,N,0.0,0.29,RANDALL AVE,BRUCKNER BLVD,NEW YORK CITY,,,LEGGETT AVE,22218,FORECAST
11366,2014,01_1194,11,25592101.0,N,0.0,0.12,NY CO LINE,IN87,NEW YORK CITY,,,MACOMBS DM BR,36356,FORECAST
11367,2014,01_1195,11,25592101.0,N,0.12,0.38,IN87,JEROME AVE,NEW YORK CITY,,,MACOMBS DM BR,23509,FORECAST
11368,2014,01_1196,11,25592501.0,N,0.0,0.86,THIRD AVE,E 165TH ST,NEW YORK CITY,,,MELROSE AVE,10415,FORECAST
11369,2014,01_1197,11,25593801.0,N,0.0,0.1,VIREO AVE,BRONX RIVER PKWY,NEW YORK CITY,,,NEREID AVE,11803,FORECAST
11370,2014,01_1198,11,25595301.0,N,0.0,0.16,CO-OP CITY BLVD,CONNER ST,NEW YORK CITY,,,PEARTREE AVE,9277,FORECAST
11371,2014,01_1199,11,25596101.0,N,0.0,0.72,SOUTHERN BLVD,E 163RD ST,NEW YORK CITY,,,PROSPECT AVE,5234,FORECAST
11372,2014,01_1200,11,25596101.0,N,0.72,1.55,E 163RD ST,BOSTON RD,NEW YORK CITY,,,PROSPECT AVE,7782,FORECAST
11373,2014,01_1202,11,27762201.0,N,0.0,0.51,TRUXTON ST,HUNTS PT AVE,NEW YORK CITY,,,RANDALL AVE,13158,FORECAST
11374,2014,01_1203,11,25597201.0,N,0.18,0.22,WESTCHESTER AVE,E 163RD ST,NEW YORK CITY,,,REV J POLITE A,15264,FORECAST
11375,2014,01_1204,11,25597301.0,N,0.0,0.55,E 149TH ST,PARK N RIDE LT,NEW YORK CITY,,,RIVER AVE,7764,FORECAST
11376,2014,01_1205,11,25597401.0,N,0.0,0.73,230TH ST,H HUDSON PKY W,NEW YORK CITY,,,RIVERDALE AVE,12199,FORECAST
11377,2014,01_1206,11,30040001.0,N,0.0,0.8,W 254TH ST,WESTCHESTER C/,NEW YORK CITY,,,RIVERDALE AVE,9457,FORECAST
11378,2014,01_1207,11,25599101.0,N,0.94,2.0,UNDERCLIFF AVE,W 179TH ST,NEW YORK CITY,,,SEDGWICK AVE,12119,FORECAST
11379,2014,01_1208,11,25599801.0,N,0.0,0.13,E TREMONT AVE,WILLAMSBRG RD,NEW YORK CITY,,,SILVER ST,9949,FORECAST
11380,2014,01_1209,11,25600001.0,N,1.4,1.67,E 163RD ST,WESTCHESTER AV,NEW YORK CITY,,,SOUTHERN BLVD,12773,FORECAST
11381,2014,01_1210,11,25600001.0,N,1.67,2.6,WESTCHESTER AV,BOSTON RD,NEW YORK CITY,,,SOUTHERN BLVD,6742,FORECAST
11382,2014,01_1211,11,25600001.0,N,2.6,2.97,BOSTON RD,E TREMONT AVE,NEW YORK CITY,,,SOUTHERN BLVD,10937,FORECAST
11383,2014,01_1212,11,25600001.0,N,2.97,3.98,E TREMONT AVE,E FORDHAM RD,NEW YORK CITY,,,SOUTHERN BLVD,12200,FORECAST
11384,2014,01_1213,11,25601001.0,N,0.0,0.06,NY CO LINE,BRUCKNER BLVD,NEW YORK CITY,,,THIRD AVE,44696,FORECAST
11385,2014,01_1214,11,25601001.0,N,0.06,0.18,BRUCKNER BLVD,IN87,NEW YORK CITY,,,THIRD AVE,52842,FORECAST
11386,2014,01_1215,11,25601001.0,N,0.18,0.94,IN87,WILLIS AVE,NEW YORK CITY,,,THIRD AVE,9886,FORECAST
11387,2014,01_1216,11,25601001.0,N,0.94,1.74,WILLIS AVE,BOSTON RD,NEW YORK CITY,,,THIRD AVE,11564,FORECAST
11388,2014,01_1217,11,25601501.0,N,0.38,0.85,RANDALL AVE,BRUCKNER EXPWY,NEW YORK CITY,,,TIFFANY ST,10240,FORECAST
11389,2014,01_1218,11,25602201.0,N,0.42,1.09,BOSCOBEL PL,W TREMONT AVE,NEW YORK CITY,,,UNIVERSITY AVE,20247,FORECAST
11390,2014,01_1219,11,25602201.0,N,1.09,2.09,W TREMONT AVE,W FORDHAM RD,NEW YORK CITY,,,UNIVERSITY AVE,15750,FORECAST
11391,2014,01_1220,11,25602201.0,N,2.09,2.53,W FORDHAM RD,E KINGSBRIDGE RD,NEW YORK CITY,,,UNIVERSITY AVE,12097,FORECAST
11392,2014,01_1221,11,25602701.0,N,0.0,0.28,BROADWAY,BAILEY AVE,NEW YORK CITY,,,VN CRTLNDT PK S,14158,FORECAST
11393,2014,01_1222,11,25603301.0,N,0.0,0.08,CEDAR AVE,SEDGEWICK AVE,NEW YORK CITY,,,W 179TH ST,10957,FORECAST
11394,2014,01_1223,11,25603701.0,N,0.0,0.07,BRONX CO LINE,MAJ DEEGN EXPY,NEW YORK CITY,,,W 225TH ST,13323,FORECAST
11395,2014,01_1224,11,25603801.0,N,0.2,0.52,JOHNSON AVE,BROADWAY,NEW YORK CITY,,,W 230TH ST,17015,FORECAST
11396,2014,01_1225,11,25604101.0,N,0.33,0.39,H HUDSON PKY W,RIVERDALE AVE,NEW YORK CITY,,,W 239TH ST,9746,FORECAST
11397,2014,01_1226,11,25604301.0,N,0.0,0.1,NY CO LINE,I 87,NEW YORK CITY,,,W FORDHAM RD,36915,FORECAST
11398,2014,01_1227,11,25604301.0,N,0.1,0.52,I 87,UNIVERSITY AVE,NEW YORK CITY,,,W FORDHAM RD,27228,FORECAST
11399,2014,01_1228,11,25604301.0,N,0.52,0.72,UNIVERSITY AVE,JEROME AVE,NEW YORK CITY,,,W FORDHAM RD,30621,FORECAST
11400,2014,01_1229,11,25604401.0,N,0.0,0.33,W MOSHOLU PKY,JEROME AVE,NEW YORK CITY,,,W GUN HILL RD,12922,FORECAST
11401,2014,01_1230,11,25604501.0,N,0.0,0.65,MAJ DEEGAN EXP,JEROME AVE,NEW YORK CITY,,,W KINGSBRDG RD,21252,FORECAST
11402,2014,01_1231,11,25604801.0,N,0.0,0.87,SEDGEWICK AVE,GRD BLV&CNCRS,NEW YORK CITY,,,W TREMONT AVE,11556,FORECAST
11403,2014,01_1232,11,25605501.0,N,0.0,1.22,E 165TH ST,I 95,NEW YORK CITY,,,WEBSTER AVE,11460,FORECAST
11404,2014,01_1233,11,25605501.0,N,2.57,3.34,E FORDHAM RD,E MOSHOLU PKY,NEW YORK CITY,,,WEBSTER AVE,16632,FORECAST
11405,2014,01_1234,11,25605501.0,N,3.34,4.16,E MOSHOLU PKY,E GUN HILL RD,NEW YORK CITY,,,WEBSTER AVE,13232,FORECAST
11406,2014,01_1235,11,25605501.0,N,4.16,5.39,E GUN HILL RD,E 233RD ST,NEW YORK CITY,,,WEBSTER AVE,8542,FORECAST
11407,2014,01_1236,11,25605701.0,N,0.0,0.86,THIRD AVE,PROSPECT AVE,NEW YORK CITY,,,WESTCHESTR AV,4489,FORECAST
11408,2014,01_1237,11,25605701.0,N,0.86,1.48,PROSPECT AVE,SOUTHERN BLVD,NEW YORK CITY,,,WESTCHESTR AV,8699,FORECAST
11409,2014,01_1238,11,25605701.0,N,1.48,1.88,SOUTHERN BLVD,IN895,NEW YORK CITY,,,WESTCHESTR AV,16018,FORECAST
11410,2014,01_1239,11,25605701.0,N,1.88,2.54,IN895,BRONX RIVER PKWY,NEW YORK CITY,,,WESTCHESTR AV,19170,FORECAST
11411,2014,01_1240,11,25605701.0,N,2.54,3.25,BRONX RIVER PKWY,IN95,NEW YORK CITY,,,WESTCHESTR AV,8128,FORECAST
11412,2014,01_1241,11,25605701.0,N,3.25,3.72,IN95,CASTLE HILL AVE,NEW YORK CITY,,,WESTCHESTR AV,6756,FORECAST
11413,2014,01_1242,11,25605701.0,N,3.72,4.41,CASTLE HILL AVE,WILLMSBRDG RD,NEW YORK CITY,,,WESTCHESTR AV,11829,FORECAST
11414,2014,01_1243,11,25605701.0,N,4.41,5.7,WILLMSBRDG RD,IN95,NEW YORK CITY,,,WESTCHESTR AV,9151,FORECAST
11415,2014,01_1245,11,25606101.0,N,0.0,0.36,BRUCKNER BL EN,WESTCHESTER AVE,NEW YORK CITY,,,WHITLOCK AVE,11465,FORECAST
11416,2014,01_1246,11,25606401.0,N,0.0,0.19,E TREMONT AVE,EASTCHESTER RD,NEW YORK CITY,,,WILLIMSBRDG RD,13389,FORECAST
11417,2014,01_1247,11,25606401.0,N,0.19,0.31,EASTCHESTER RD,SACKET AVE,NEW YORK CITY,,,WILLIMSBRDG RD,14439,FORECAST
11418,2014,01_1248,11,25606401.0,N,0.31,1.24,SACKET AVE,BRX/PELHAM PKY,NEW YORK CITY,,,WILLIMSBRDG RD,13778,FORECAST
11419,2014,01_1249,11,25606401.0,N,1.24,1.84,BRX/PELHAM PKY,ALLERTON AVE,NEW YORK CITY,,,WILLIMSBRDG RD,9041,FORECAST
11420,2014,01_1250,11,25606601.0,N,0.0,0.22,NY CO LINE,RAMP TO BRUCKNER BLVD,NEW YORK CITY,,,WILLIS AVE,43639,FORECAST
11421,2014,01_1251,11,25606601.0,N,0.22,0.3,RAMP TO BRUCKNER BLVD,IN 87,NEW YORK CITY,,,WILLIS AVE,21554,FORECAST
11422,2014,01_1252,11,25606601.0,N,0.3,0.48,IN 87,E 138TH ST,NEW YORK CITY,,,WILLIS AVE,11782,FORECAST
11423,2014,01_1253,11,25578801.0,N,0.18,0.44,ALEXANDER AVE,RAMP 87SB,NEW YORK CITY,,,E 134TH ST,669,FORECAST
11424,2014,01_1254,11,25605901.0,N,7.03,7.29,E 241ST ST,WESTCHESTER C/,NEW YORK CITY,,,WHITE PLAINS RD,10659,FORECAST
11425,2014,01_1255,11,25606401.0,N,1.95,2.36,BOSTON RD,ADEE AVE,NEW YORK CITY,,,WILLIMSBRDG RD,4163,FORECAST
11426,2014,01_1256,11,25575301.0,N,1.46,2.29,WHITE PLAINS R,ZEREGA AVE,NEW YORK CITY,,,BRUCKNER BLV EN,5240,FORECAST
11427,2014,01_1257,11,25575301.0,N,2.29,3.54,ZEREGA AVE,THROGS NECK EX,NEW YORK CITY,,,BRUCKNER BLV EN,17598,FORECAST
11428,2014,01_1258,11,25575301.0,N,3.54,3.99,THROGS NECK EX,COUNTRY CLUB R,NEW YORK CITY,,,BRUCKNER BLV EN,6763,FORECAST
11429,2014,01_1259,11,25575301.0,N,3.99,4.75,COUNTRY CLUB R,WESTCHESTER AVE,NEW YORK CITY,,,BRUCKNER BLV EN,6861,FORECAST
11430,2014,01_1260,11,25575201.0,N,0.74,1.19,JARVIS AVE,THROGS NECK EX,NEW YORK CITY,,,BRUCKNR BLV SW,4090,FORECAST
11431,2014,01_1261,11,25575201.0,N,1.19,2.41,THROGS NECK EX,ZEREGA AVE,NEW YORK CITY,,,BRUCKNR BLV SW,7633,FORECAST
11432,2014,01_1262,11,25575201.0,N,2.41,3.26,ZEREGA AVE,WHITE PLAINS RD,NEW YORK CITY,,,BRUCKNR BLV SW,10705,FORECAST
11433,2014,01_1263,11,25575201.0,N,3.26,3.94,WHITE PLAINS RD,BRONX RIVER PK,NEW YORK CITY,,,BRUCKNR BLV SW,13519,FORECAST
11434,2014,01_1264,11,25575201.0,N,3.94,4.72,BRONX RIVER PK,SHERIDAN EXP,NEW YORK CITY,,,BRUCKNR BLV SW,13441,FORECAST
11435,2014,01_1265,11,25587401.0,N,1.62,2.42,E 167ND ST,CROSS BNX EXP,NEW YORK CITY,,,GRAND CONCRSE,21370,FORECAST
11436,2014,01_1266,11,25587401.0,N,2.42,2.84,CROSS BNX EXP,E TREMONT AVE,NEW YORK CITY,,,GRAND CONCRSE,21901,FORECAST
11437,2014,01_2000,11,25605901.0,N,3.76,7.03,BOSTON RD,E 241ST ST,NEW YORK CITY,,,WHITE PLAINS RD,10234,FORECAST
11438,2014,01_2001,11,25601001.0,N,1.74,4.49,BOSTON RD,FORDHAM RD,NEW YORK CITY,,,THIRD AVE,13869,FORECAST
11439,2014,01_2002,11,25599101.0,N,2.72,2.93,W FORDHAM RD,BAILEY AVE,NEW YORK CITY,,,SEDGWICK AVE,17234,FORECAST
11440,2014,01_2003,11,25605101.0,N,0.18,2.7,E 163RD ST,THIRD AVE,NEW YORK CITY,,,WASHINGTON AVE,6501,FORECAST
11441,2014,01_2004,11,25593101.0,N,0.0,2.66,THIRD AVE,E 175 ST,NEW YORK CITY,,,MORRIS AVE,9554,FORECAST
11442,2014,01_2005,11,25584601.0,N,4.15,6.29,ERICSON PL,SCHURZ AVE,NEW YORK CITY,,,E TREMONT AVE,15989,FORECAST
11443,2014,01_2007,11,25572501.0,N,0.0,2.1,E FORDHAM RD,JEROME AVE,NEW YORK CITY,,,BAINBRIDGE AVE,7041,FORECAST
11444,2014,01_2008,11,25571501.0,N,0.0,1.8,BRONX PARK E,GUN HILL RD,NEW YORK CITY,,,ALLERTON AVE,8556,FORECAST
11445,2014,01_2009,11,25590801.0,N,0.0,0.93,PELHAM PKWY S,BOSTON RD,NEW YORK CITY,,,LACONIA AVE,2481,FORECAST
11446,2014,01_2010,11,25593201.0,N,0.19,1.93,E TREMONT AVE,EASTCHESTER RD,NEW YORK CITY,,,MORRIS PARK AV,11058,FORECAST
11447,2014,01_2011,11,25586801.0,N,0.0,1.67,MAJ DEEGN EXPY,JEROME AVE,NEW YORK CITY,,,GERARD AVE,4041,FORECAST
11448,2014,01_2012,11,25572301.0,N,0.0,1.61,SEDGWICK AVE,VN CRTLNDT PK,NEW YORK CITY,,,BAILEY AVE,11809,FORECAST
11449,2014,01_2013,11,25583101.0,N,0.21,1.72,WHITE PLAINS R,BAYCHESTER AVE,NEW YORK CITY,,,E 222ND ST,8453,FORECAST
11450,2014,01_2014,11,25599701.0,N,0.0,0.02,SHORE RD,SHORE RD CIRCL,NEW YORK CITY,,,SHORE RD,11774,FORECAST
11451,2014,01_2015,11,25579701.0,N,0.81,1.09,3RD AVE,ST ANNS AVE,NEW YORK CITY,,,E 149TH ST,14752,FORECAST
11452,2014,01_2016,11,25590901.0,N,1.12,2.6,METCALF AVE,ZEREGA AVE,NEW YORK CITY,,,LAFAYETTE AVE,5516,FORECAST
11453,2014,01_2017,11,25600301.0,N,0.0,1.5,E 132ND ST,BOSTON RD,NEW YORK CITY,,,ST ANNS AVE,6914,FORECAST
11454,2014,01_2018,11,25601701.0,N,0.0,1.5,SOUTHERN BLVD,E 169TH ST,NEW YORK CITY,,,TINTON AVE,2302,FORECAST
11455,2014,01_2019,11,25575501.0,N,0.0,1.15,BRONX BLVD,GUN HILL RD,NEW YORK CITY,,,BURKE AVE,7879,FORECAST
11456,2014,01_2020,11,25600001.0,N,0.0,1.4,BRUCKNER BLVD,E 163RD ST,NEW YORK CITY,,,SOUTHERN BLVD,8922,FORECAST
11457,2014,01_2021,11,25590001.0,N,0.0,1.3,H HUDSON PKY,H HUDSON PKY E,NEW YORK CITY,,,JOHNSON AVE,2421,FORECAST
11458,2014,01_2022,11,25586201.0,N,0.0,1.29,HLLCK ST@E BAY,HALLCK@RYAWA,NEW YORK CITY,,,FOOD CENTER DR,7162,FORECAST
11459,2014,01_2023,11,25581801.0,N,0.3,1.53,WEBSTER AVE,BOSTON RD,NEW YORK CITY,,,E 180TH ST,8656,FORECAST
11460,2014,01_2024,11,25602301.0,N,0.0,1.23,E TREMONT AVE,E KINGSBRDG RD,NEW YORK CITY,,,VALENTINE AVE,5444,FORECAST
11461,2014,01_2025,11,25586601.0,N,0.0,1.22,THIRD AVE,CROTONA PARK N,NEW YORK CITY,,,FULTON AVE,3562,FORECAST
11462,2014,01_2026,11,25605801.0,N,0.0,1.22,WESTCHESTER AV,E TREMONT AVE,NEW YORK CITY,,,WESTFARMS RD,5718,FORECAST
11463,2014,01_2027,11,25574801.0,N,0.0,1.21,PELHAM PKWY N,GUN HILL RD,NEW YORK CITY,,,BRONXWOOD AVE,2824,FORECAST
11464,2014,01_2030,11,25594001.0,N,0.0,1.09,JEROME AVE,UNIVERSITY AVE,NEW YORK CITY,,,OGDEN AVE,7936,FORECAST
11465,2014,01_2031,11,25607001.0,N,1.17,2.23,BRUCKNER EXPY,CASTLE HILL AV,NEW YORK CITY,,,ZEREGA AVE,13599,FORECAST
11466,2014,01_2032,11,25593601.0,N,0.0,1.0,BRONXDALE AVE,PELHAM PKWY S,NEW YORK CITY,,,NEILL AVE,6364,FORECAST
11467,2014,01_2033,11,25599901.0,N,0.34,1.32,WHITE PLAINS R,ROSEDALE AVE,NEW YORK CITY,,,SOUND VIEW AVE,8505,FORECAST
11468,2014,01_2034,11,30039901.0,N,0.0,0.99,PELHAM PKWY N,BURKE AVE,NEW YORK CITY,,,BRONX PARK E,8490,FORECAST
11469,2014,01_2036,11,27860501.0,N,0.0,1.17,PARK AVE,BOSTON RD,NEW YORK CITY,,,E 181ST ST,1625,FORECAST
11470,2014,01_2037,11,25577601.0,N,0.0,0.93,BRUCKNER EXPY,WESTCHESTER AV,NEW YORK CITY,,,CROSBY AVE,7011,FORECAST
11471,2014,01_2038,11,25587101.0,N,0.0,0.93,RESERVOIR AVE,SEDGWICK AVE,NEW YORK CITY,,,GOULDEN AVE,9919,FORECAST
11472,2014,01_2039,11,25590701.0,N,0.05,0.98,ROSEDALE AVE,CASTLE HILL AV,NEW YORK CITY,,,LACOMBE AVE,5200,FORECAST
11473,2014,01_2040,11,27861301.0,N,0.0,0.42,BRONX PELHAM PKWY,E GUN HILL RD,NEW YORK CITY,,,STILLWELL AVE,6581,FORECAST
11474,2014,01_2041,11,25574901.0,N,0.95,1.8,WESTCHESTER AV,E 165 ST,NEW YORK CITY,,,BROOK AVE,1949,FORECAST
11475,2014,01_2042,11,25593801.0,N,0.1,0.94,BRONX RIVER PKWY,BAYCHESTER AVE,NEW YORK CITY,,,NEREID AVE,10421,FORECAST
11476,2014,01_2043,11,25600701.0,N,0.6,1.42,METCALF AVE,PUGSLEY AVE,NEW YORK CITY,,,STORY AVE,8438,FORECAST
11477,2014,01_2044,11,25595601.0,N,0.0,0.81,PARK,LAWTON AVE,NEW YORK CITY,,,PENNYFIELD AVE,5248,FORECAST
11478,2014,01_2045,11,25595201.0,N,0.0,0.8,JEROME AVE,W MSHOLU PKY S,NEW YORK CITY,,,PAUL AVE,3638,FORECAST
11479,2014,01_2046,11,25581001.0,N,0.0,0.78,JEROME AVE,WEBSTER AVE,NEW YORK CITY,,,E 167TH ST,12110,FORECAST
11480,2014,01_2047,11,25597301.0,N,0.55,1.33,PARK N RIDE LT,JEROME AVE,NEW YORK CITY,,,RIVER AVE,5670,FORECAST
11481,2014,01_2048,11,25592301.0,N,0.0,0.76,H HUDSON PKY,BROADWAY,NEW YORK CITY,,,MNHTTN COLL PKY,5002,FORECAST
11482,2014,01_2049,11,25576601.0,N,0.0,0.74,E 170TH ST,BOSTON RD,NEW YORK CITY,,,CLAREMONT PKY,5202,FORECAST
11483,2014,01_2050,11,25577001.0,N,0.0,0.74,ZEREGA AVE,WESTCHESTER AV,NEW YORK CITY,,,COMMERCE AVE,5770,FORECAST
11484,2014,01_2051,11,25577401.0,N,0.0,0.73,THIRD AVE,E 161ST ST,NEW YORK CITY,,,COURTLANDT AVE,3596,FORECAST
11485,2014,01_2052,11,25589301.0,N,0.17,0.51,KAPPOCK ST,W 232ND ST,NEW YORK CITY,,,INDEPENDNCE AV,4273,FORECAST
11486,2014,01_2053,11,25595801.0,N,0.0,0.72,BARNES AVE,SETON AVE,NEW YORK CITY,,,PITMAN AVE,6108,FORECAST
11487,2014,01_2055,11,25606901.0,N,0.0,0.71,JEROME AVE,SHAKESPEARE AV,NEW YORK CITY,,,WOODYCREST AV,3794,FORECAST
11488,2014,01_2200,11,30079001.0,N,0.0,0.64,HUNTS POINT AVE,DEAD END,NEW YORK CITY,,,LONGFELLOW AVE,1304,FORECAST
11489,2014,01_2201,11,27860001.0,N,0.0,1.17,GRND CNCRSE,E FORDHAM RD E188TH ST,NEW YORK CITY,,,MORRIS AVE,7768,FORECAST
11490,2014,01_2202,11,30080701.0,N,0.0,1.28,E165H ST,CROSS BRX EXPY,NEW YORK CITY,,,PARK AVE,7755,FORECAST
11491,2014,01_2203,11,25572701.0,N,0.7,3.22,PELHAM PKWY S,E 236TH ST,NEW YORK CITY,,,BARMES AVE,3470,FORECAST
11492,2014,01_2204,11,30076901.0,N,0.0,0.68,BRUCKNER BLVD,MIDDLETOWN RD,NEW YORK CITY,,,HOLLYWOOD AVE,473,FORECAST
11493,2014,01_2205,11,25585201.0,N,0.1,0.15,GIVAN AVE,E 222ND ST,NEW YORK CITY,,,EDSON AVE,2787,FORECAST
11494,2014,01_2206,11,30080201.0,N,0.0,0.27,BRUCKNER BLVD,CBE SERV RD EB,NEW YORK CITY,,,OLMSTEAD AVE,2346,FORECAST
11495,2014,01_2207,11,25572201.0,N,0.51,1.76,WILLIAMSBRIDGE,STILLWELL AVE,NEW YORK CITY,,,ASTOR AVE,4804,FORECAST
11496,2014,01_2208,11,30077101.0,N,0.0,0.77,W 232ND ST,W 247TH ST,NEW YORK CITY,,,INDEPENDNCE AV,2438,FORECAST
11497,2014,01_2209,11,25594301.0,N,0.37,1.4,KAPPOCK ST,SPALDING LA,NEW YORK CITY,,,PALISADE AVE,596,FORECAST
11498,2014,01_2210,11,25580901.0,N,0.79,1.86,PARK AVE,WESTCHESTER AV,NEW YORK CITY,,,E 165TH ST,3341,FORECAST
11499,2014,01_3018,11,27509501.0,Y,0.0,0.28,I87 SB (OFF),DIVERGE TO I95 EB&WB,NEW YORK CITY,,,I87 EXIT 7 95I,7406,ACTUAL
11500,2014,01_3039,11,27398801.0,Y,0.0,0.13,JEROME AVE,I95 NB (ON),NEW YORK CITY,,,I95 EXIT 2A GRA,13387,FORECAST
11501,2014,01_3040,11,27398901.0,Y,0.0,0.13,I95 SB (OFF),JEROME AVE,NEW YORK CITY,,,I95 EXIT 2A GRA,11167,FORECAST
11502,2014,01_3041,11,27399001.0,Y,0.0,0.1,JEROME AVE,I95 SB (ON),NEW YORK CITY,,,I95 EXIT 2A GRA,15134,FORECAST
11503,2014,01_3044,11,27399301.0,Y,0.0,0.13,3RD AVE,I95 NB (ON),NEW YORK CITY,,,I95 EXIT 3 175T,19093,FORECAST
11504,2014,01_3045,11,27399401.0,Y,0.0,0.1,I95 SB (OFF),E 175TH ST,NEW YORK CITY,,,I95 EXIT 3 175T,11893,FORECAST
11505,2014,01_3046,11,27404201.0,Y,0.0,0.24,I895 SB RAMP,I95 SB (ON),NEW YORK CITY,,,I95 EXIT 4A SHE,18412,FORECAST
11506,2014,01_3047,11,27399601.0,Y,0.0,0.17,I95 NB (OFF),IN95 SERVICE RD EB @ E 177TH,NEW YORK CITY,,,I95 EXIT 4B BRO,17559,FORECAST
11507,2014,01_3048,11,27399701.0,Y,0.0,0.15,IN95 SERVICE RD EB,I95 NB (ON),NEW YORK CITY,,,I95 EXIT 4B BRO,18668,FORECAST
11508,2014,01_3049,11,27399801.0,Y,0.0,0.21,I95 WB (OFF),IN95 SERVICE RD WB @ ROSEDAL,NEW YORK CITY,,,I95 EXIT 4B BRO,11886,FORECAST
11509,2014,01_3050,11,27399901.0,Y,0.0,0.24,IN95 SERVICE RD EB,I95 SB (ON),NEW YORK CITY,,,I95 EXIT 4B BRO,7748,FORECAST
11510,2014,01_3052,11,27476501.0,Y,0.0,0.27,IN95 SERVICE RD WB,907H NB (ON),NEW YORK CITY,,,907H EXIT 4 AND,25740,ACTUAL
11511,2014,01_3053,11,27492501.0,Y,0.0,0.11,907H SB (OFF),E 177TH ST,NEW YORK CITY,,,907H EXIT 4 AND,17039,ACTUAL
11512,2014,01_3054,11,27564201.0,Y,0.0,0.3,907H SB (OFF),IN95 SERVICE RD EB,NEW YORK CITY,,,907H EXIT 4 AND,20036,FORECAST
11513,2014,01_3056,11,27400301.0,Y,0.0,0.18,IN95 SERVICE RD WB,I95 SB (ON),NEW YORK CITY,,,I95 EXIT 5A WES,9756,FORECAST
11514,2014,01_3058,11,27400201.0,Y,0.0,0.23,IN95 SERVICE RD WB,I95 SB (ON),NEW YORK CITY,,,I95 EXIT 5A WES,10609,FORECAST
11515,2014,01_3059,11,27400401.0,Y,0.0,0.2,I95 NB (OFF),IN95 SERVICE RD EB,NEW YORK CITY,,,I95 EXIT 5B OMS,9469,FORECAST
11516,2014,01_3063,11,27400801.0,Y,0.0,0.38,I95 SB (OFF),I678 SB (ON),NEW YORK CITY,,,I95 EXIT 6 295I,4879,FORECAST
11517,2014,01_3070,11,27401401.0,Y,0.0,0.2,I95 NB (OFF),COUNTRY CLUB RD,NEW YORK CITY,,,I95 EXIT 7 BRUC,4508,FORECAST
11518,2014,01_3071,11,27401501.0,Y,0.0,0.18,I95 SB (OFF),BRUCKNER BLVD,NEW YORK CITY,,,I95 EXIT 7 BRUC,8648,FORECAST
11519,2014,01_3074,11,27401901.0,Y,0.0,0.24,I95 NB (OFF),907F WB (ON),NEW YORK CITY,,,I95 EXIT 8C 907,5177,FORECAST
11520,2014,01_3077,11,27402101.0,Y,0.0,0.33,I95 SB (OFF),907F WB (ON),NEW YORK CITY,,,I95 EXIT 8C 907,9087,FORECAST
11521,2014,01_3078,11,27402201.0,Y,0.0,0.22,907F WB (OFF),I95 SB (ON),NEW YORK CITY,,,I95 EXIT 8C 907,5564,FORECAST
11522,2014,01_3079,11,27404401.0,Y,0.0,0.24,I95 SB (OFF),907F EB (ON),NEW YORK CITY,,,I95 EXIT 8C 907,883,FORECAST
11523,2014,01_3081,11,27402601.0,Y,0.08,0.36,DIVERGE TO PALMER AVE,908A NB (ON),NEW YORK CITY,,,I95 EXIT 9 AND,19960,FORECAST
11524,2014,01_3084,11,27402801.0,Y,0.0,0.14,STILLWELL AVE,908A SB (ON),NEW YORK CITY,,,I95 EXIT 9 AND,4204,FORECAST
